,Player,PER
154,Jaime Echenique,0.0
155,Anthony Edwards,16.5
156,Carsen Edwards,5.5
157,Kessler Edwards,8.3
158,Rob Edwards,-0.8
159,CJ Elleby,9.2
160,Wayne Ellington,9.9
161,Joel Embiid,31.2
162,James Ennis III,17.7
163,Drew Eubanks,18.0
164,Tacko Fall,11.3
165,Derrick Favors,13.6
166,Bruno Fernando,21.2
167,Dorian Finney-Smith,12.5
168,Malik Fitts,10.7
169,Malachi Flynn,11.7
170,Bryn Forbes,11.5
171,Aleem Ford,0.5
172,Trent Forrest,10.9
173,Evan Fournier,12.3
174,De'Aaron Fox,17.4
175,Melvin Frazier,-0.4
176,Tim Frazier,3.3
177,Enes Freedom,15.0
178,Markelle Fultz,17.7
179,Wenyen Gabriel,12.5
180,Daniel Gafford,21.8
181,Danilo Gallinari,14.3
182,Langston Galloway,0.7
183,Darius Garland,19.0
184,Marcus Garrett,4.7
185,Usman Garuba,12.9
186,Luka Garza,15.6
187,Rudy Gay,13.0
188,Paul George,18.6
189,Taj Gibson,12.0
190,Josh Giddey,13.3
191,Shai Gilgeous-Alexander,20.9
192,Anthony Gill,14.7
193,Freddie Gillespie,9.5
194,Rudy Gobert,24.7
195,Brandon Goodwin,11.8
196,Jordan Goodwin,-20.4
197,Aaron Gordon,15.3
198,Eric Gordon,12.1
199,Devonte' Graham,12.1
200,Jerami Grant,16.1
201,Hassani Gravett,10.1
202,Danny Green,9.5
203,Draymond Green,14.3
204,Jalen Green,12.5
205,JaMychal Green,14.1
206,Javonte Green,14.0
207,Jeff Green,12.5
208,Josh Green,11.9
209,Blake Griffin,13.7
210,Quentin Grimes,10.7
211,Kyle Guy,9.5
212,Rui Hachimura,14.9
213,Tyrese Haliburton,18.2
214,Tyler Hall,0.0
215,R.J. Hampton,8.5
216,Tim Hardaway Jr.,12.7
217,James Harden,20.9
218,Maurice Harkless,7.7
219,Jared Harper,36.9
220,Montrezl Harrell,23.2
221,Gary Harris,10.9
222,Joe Harris,9.6
223,Tobias Harris,15.9
224,Shaquille Harrison,4.6
225,Josh Hart,16.1
226,Isaiah Hartenstein,22.0
227,Udonis Haslem,8.6
228,Sam Hauser,14.8
229,Jaxson Hayes,18.5
230,Killian Hayes,9.3
231,Gordon Hayward,15.1
232,Aaron Henry,-7.4
233,Juancho Hernangómez,11.5
234,Willy Hernangómez,22.2
235,Tyler Herro,16.2
236,Buddy Hield,12.9
237,Haywood Highsmith,7.0
238,George Hill,10.2
239,Malcolm Hill,12.7
240,Solomon Hill,3.3
241,Nate Hinton,-45.2
242,Jaylen Hoard,18.0
243,Aaron Holiday,12.6
244,Jrue Holiday,19.8
245,Justin Holiday,9.5
246,Richaun Holmes,17.8
247,Rodney Hood,7.2
248,Scotty Hopson,0.1
249,Al Horford,16.7
250,Talen Horton-Tucker,11.0
251,Danuel House Jr.,10.6
252,Dwight Howard,18.2
253,Markus Howard,16.1
254,Kevin Huerter,11.9
255,Jay Huff,0.6
256,Elijah Hughes,5.4
257,Feron Hunt,-3.0
258,De'Andre Hunter,10.6
259,Chandler Hutchison,1.0
260,Bones Hyland,14.4
261,Serge Ibaka,14.4
262,Andre Iguodala,12.3
263,Joe Ingles,10.0
264,Brandon Ingram,18.7
265,Kyrie Irving,21.4
266,Wes Iwundu,7.1
267,Frank Jackson,10.6
268,Isaiah Jackson,20.5
269,Jaren Jackson Jr.,17.0
270,Josh Jackson,9.5
271,Justin Jackson,7.7
272,Reggie Jackson,12.1
273,LeBron James,26.2
274,DeJon Jarreau,0.0
275,DaQuan Jeffries,8.4
276,Ty Jerome,11.3
277,Isaiah Joe,7.7
278,Alize Johnson,10.7
279,B.J. Johnson,12.1
280,Cameron Johnson,15.2
281,David Johnson,-20.0
282,Jalen Johnson,11.3
283,James Johnson,10.3
284,Joe Johnson,38.7
285,Keldon Johnson,15.2
286,Keon Johnson,8.7
287,Stanley Johnson,10.5
288,Tyler Johnson,7.1
289,Nikola Jokić,32.8
290,Carlik Jones,-1.8
291,Damian Jones,18.3
292,Derrick Jones Jr.,13.0
293,Herbert Jones,12.3
294,Jemerrio Jones,14.8
295,Kai Jones,9.2
296,Mason Jones,17.8
297,Tre Jones,15.0
298,Tyus Jones,16.5
299,DeAndre Jordan,17.2
300,Cory Joseph,11.4
301,Georgios Kalaitzakis,8.6
302,Frank Kaminsky,21.3
303,Luke Kennard,13.3
304,Braxton Key,13.7
305,George King,-12.3
306,Louis King,8.1
307,Corey Kispert,10.9
308,Maxi Kleber,11.0
309,Brandon Knight,13.0
310,Nathan Knight,18.7
311,Kevin Knox,10.9
312,John Konchar,14.0
313,Furkan Korkmaz,10.2
314,Luke Kornet,16.6
315,Vit Krejci,8.5
316,Arnoldas Kulboka,-10.7
317,Jonathan Kuminga,15.2
318,Kyle Kuzma,15.2
319,Anthony Lamb,-0.5
320,Jeremy Lamb,13.3
321,Jock Landale,16.0
322,Romeo Langford,9.2
323,Zach LaVine,20.0
324,Jake Layman,9.0
325,Damion Lee,10.9
326,Saben Lee,13.8
327,Alex Len,13.1
328,Caris LeVert,15.1
329,Kira Lewis Jr.,9.8
330,Scottie Lewis,14.6
331,Damian Lillard,18.5
332,Nassir Little,13.5
333,Isaiah Livers,11.1
334,Kevon Looney,15.7
335,Brook Lopez,16.0
336,Robin Lopez,13.7
337,Didi Louzada,6.4
338,Kevin Love,19.6
339,Kyle Lowry,15.0
340,Gabriel Lundberg,7.7
341,Timothé Luwawu-Cabarrot,9.3
342,Trey Lyles,16.4
343,Théo Maledon,10.6
344,Sandro Mamukelashvili,14.7
345,Terance Mann,13.4
346,Tre Mann,10.2
347,Boban Marjanović,18.5
348,Lauri Markkanen,14.7
349,Naji Marshall,12.3
350,Caleb Martin,14.8
351,Cody Martin,12.7
352,Kelan Martin,9.4
353,Kenyon Martin Jr.,14.3
354,Garrison Mathews,11.0
355,Dakota Mathias,11.0
356,Wesley Matthews,6.9
357,Tyrese Maxey,16.2
358,Skylar Mays,11.7
359,Miles McBride,6.1
360,Mac McClung,5.2
361,CJ McCollum,18.3
362,T.J. McConnell,15.1
363,Jaden McDaniels,10.3
364,Jalen McDaniels,12.7
365,Doug McDermott,11.4
366,JaVale McGee,22.6
367,Cameron McGriff,12.5
368,Rodney McGruder,11.6
369,Alfonzo McKinnie,5.6
370,JaQuori McLaughlin,-2.9
371,Jordan McLaughlin,13.4
372,Ben McLemore,11.7
373,De'Anthony Melton,15.2
374,Sam Merrill,7.5
375,Chimezie Metu,13.4
376,Khris Middleton,18.1
377,C.J. Miles,-7.8
378,Patty Mills,10.4
379,Paul Millsap,10.8
380,Shake Milton,11.9
381,Davion Mitchell,10.8
382,Donovan Mitchell,21.6
383,Evan Mobley,16.1
384,Malik Monk,14.4
385,Greg Monroe,19.5
386,Moses Moody,10.5
387,Xavier Moon,16.2
388,Matt Mooney,-20.0
389,Ja Morant,24.4
390,Juwan Morgan,8.3
391,Jaylen Morris,-11.4
392,Marcus Morris,13.7
393,Markieff Morris,10.9
394,Monte Morris,14.7
395,Emmanuel Mudiay,12.3
396,Mychal Mulder,3.7
397,Ade Murkey,0.0
398,Trey Murphy III,12.5
399,Dejounte Murray,22.3
400,Mike Muscala,19.7
401,Svi Mykhailiuk,9.6
402,Abdel Nader,4.9
403,Larry Nance Jr.,14.4
404,RJ Nembhard Jr.,8.0
405,Aaron Nesmith,7.3
406,Raul Neto,12.4
407,Malik Newman,28.6
408,Georges Niang,10.7
409,Daishen Nix,8.1
410,Zeke Nnaji,13.5
411,Nerlens Noel,11.8
412,Jaylen Nowell,16.8
413,Frank Ntilikina,10.4
414,Jusuf Nurkić,20.0
415,David Nwaba,15.3
416,Jordan Nwora,9.9
417,Royce O'Neale,10.3
418,Semi Ojeleye,6.7
419,Chuma Okeke,12.0
420,Josh Okogie,9.0
421,Onyeka Okongwu,19.8
422,Isaac Okoro,10.4
423,KZ Okpala,10.4
424,Victor Oladipo,16.8
425,Cameron Oliver,21.4
426,Kelly Olynyk,16.7
427,Eugene Omoruyi,17.0
428,Miye Oni,0.4
429,Cedi Osman,13.3
430,Daniel Oturu,13.4
431,Kelly Oubre Jr.,14.9
432,Jaysean Paige,-22.2
433,Trayvon Palmer,-5.7
434,Kevin Pangos,6.5
435,Jabari Parker,14.8
436,Eric Paschall,13.9
437,Chris Paul,20.8
438,Cameron Payne,13.8
439,Elfrid Payton,7.9
440,Gary Payton II,17.8
441,Norvel Pelle,12.2
442,Reggie Perry,15.6
443,Jamorko Pickett,7.6
444,Theo Pinson,11.9
445,Mason Plumlee,14.7
446,Jakob Poeltl,20.8
447,Aleksej Pokusevski,12.0
448,Yves Pons,5.9
449,Jordan Poole,16.1
450,Kevin Porter Jr.,13.5
451,Michael Porter Jr.,7.5
452,Otto Porter Jr.,15.9
453,Bobby Portis,17.7
454,Kristaps Porziņģis,23.7
455,Micah Potter,13.6
456,Dwight Powell,18.1
457,Myles Powell,0.2
458,Norman Powell,16.3
459,Joshua Primo,7.1
460,Taurean Prince,12.4
461,Payton Pritchard,15.0
462,Trevelin Queen,18.2
463,Neemias Queta,12.7
464,Immanuel Quickley,14.6
465,Jahmi'us Ramsey,7.9
466,Julius Randle,15.7
467,Austin Reaves,11.5
468,Cam Reddish,12.8
469,Davon Reed,12.2
470,Paul Reed,21.4
471,Naz Reid,17.2
472,Nick Richards,15.9
473,Josh Richardson,12.8
474,Austin Rivers,7.2
475,Duncan Robinson,10.6
476,Justin Robinson,3.6
477,Mitchell Robinson,20.7
478,Jeremiah Robinson-Earl,11.7
479,Isaiah Roby,18.3
480,Rajon Rondo,10.9
481,Derrick Rose,16.9
482,Terrence Ross,10.0
483,Terry Rozier,17.6
484,Ricky Rubio,14.0
485,D'Angelo Russell,16.3
486,Matt Ryan,3.5
487,Domantas Sabonis,21.9
488,Olivier Sarr,14.0
489,Tomáš Satoranský,10.2
490,Jordan Schakel,-1.2
491,Admiral Schofield,7.5
492,Dennis Schröder,13.0
493,Tre Scott,20.4
494,Jay Scrubb,9.3
495,Wayne Selden,4.3
496,Alperen Şengün,16.0
497,Collin Sexton,11.2
498,Landry Shamet,10.2
499,Day'Ron Sharpe,20.7
500,Pascal Siakam,20.3
501,Chris Silva,11.6
502,Marko Simonovic,10.2
503,Anfernee Simons,15.3
504,Zavier Simpson,7.7
505,Jericho Sims,11.6
506,Deividas Sirvydis,0.1
507,Javonte Smart,5.1
508,Marcus Smart,13.6
509,Dennis Smith Jr.,13.2
510,Ish Smith,12.5
511,Jalen Smith,18.4
512,Xavier Sneed,0.4
513,Tony Snell,6.3
514,Jaden Springer,26.4
515,Cassius Stanley,8.0
516,Nik Stauskas,10.5
517,Lance Stephenson,13.6
518,Lamar Stevens,11.3
519,Isaiah Stewart,14.0
520,Max Strus,12.7
521,Jalen Suggs,8.6
522,Craig Sword,14.2
523,Keifer Sykes,5.9
524,Jae'Sean Tate,14.3
525,Jayson Tatum,21.8
526,Terry Taylor,19.0
527,Garrett Temple,8.6
528,Emanuel Terry,-0.1
529,Tyrell Terry,20.0
530,Jon Teske,1.5
531,Daniel Theis,13.2
532,Brodric Thomas,10.0
533,Cam Thomas,11.7
534,Isaiah Thomas,12.0
535,Matt Thomas,9.9
536,Klay Thompson,16.7
537,Tristan Thompson,14.9
538,JT Thor,9.7
539,Matisse Thybulle,11.2
540,Killian Tillie,7.6
541,Xavier Tillman Sr.,15.1
542,Isaiah Todd,4.7
543,Obi Toppin,18.3
544,Juan Toscano-Anderson,11.0
545,Karl-Anthony Towns,24.1
546,Gary Trent Jr.,14.7
547,P.J. Tucker,11.3
548,Rayjon Tucker,17.7
549,Myles Turner,17.4
550,Jonas Valančiūnas,21.2
551,Denzel Valentine,8.1
552,Jarred Vanderbilt,15.3
553,Fred VanVleet,17.3
554,Devin Vassell,13.3
555,Gabe Vincent,10.6
556,Nikola Vučević,18.2
557,Dean Wade,10.1
558,Franz Wagner,14.7
559,Moritz Wagner,18.1
560,Ish Wainright,9.4
561,Kemba Walker,13.9
562,Lonnie Walker IV,12.3
563,M.J. Walker,-3.3
564,Tyrone Wallace,2.5
565,Derrick Walton,5.9
566,Brad Wanamaker,7.5
567,Duane Washington Jr.,10.2
568,P.J. Washington,13.6
569,Yuta Watanabe,11.5
570,Lindy Waters III,13.0
571,Tremont Waters,5.4
572,Trendon Watford,15.8
573,Paul Watson,5.7
574,Quinndary Weatherspoon,12.0
575,Russell Westbrook,15.0
576,Coby White,12.6
577,Derrick White,14.8
578,Hassan Whiteside,22.9
579,Joe Wieskamp,7.1
580,Aaron Wiggins,10.3
581,Andrew Wiggins,15.0
582,Lindell Wigginton,10.2
583,Brandon Williams,11.0
584,Grant Williams,11.2
585,Kenrich Williams,13.3
586,Lou Williams,12.1
587,Patrick Williams,12.7
588,Robert Williams,22.1
589,Ziaire Williams,9.7
590,D.J. Wilson,27.9
591,Dylan Windler,8.8
592,Justise Winslow,13.1
593,Cassius Winston,6.0
594,Christian Wood,19.1
595,Robert Woodard II,2.1
596,Delon Wright,13.8
597,McKinley Wright IV,9.5
598,Moses Wright,18.3
599,Gabe York,12.7
600,Thaddeus Young,17.0
601,Trae Young,25.4
602,Omer Yurtseven,17.4
603,Cody Zeller,17.2
604,Ivica Zubac,19.2
